name	taxonomy_id	taxonomy_lvl	SRR8146968_num	SRR8146968_frac	SRR8146978_num	SRR8146978_frac	SRR8146982_num	SRR8146982_frac	SRR8146938_num	SRR8146938_frac	SRR8146935_num	SRR8146935_frac	SRR8146936_num	SRR8146936_frac
Sulfitobacter sp. DSM 110093	2883127	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000
Roseovarius pelagicus	2980108	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	85	0.00000	0	0.00000
Rhodophyticola sp. CCM32	2916397	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00000	0	0.00000
Sphingomonas sp. J315	2898433	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	172	0.00001	45	0.00000
Sphingomonas sp. MM-1	745310	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	277	0.00001	92	0.00000
Sphingomonas insulae	424800	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00000	0	0.00000
Sphingomonas alpina	653931	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000
Sphingomonas piscis	2714943	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	10	0.00000
Novosphingobium aromaticivorans	48935	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	34	0.00000
Erythrobacter sp. Alg231-14	1922225	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	52	0.00000	0	0.00000
Aurantiacibacter sp. MUD11	3003265	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000
Sphingorhabdus sp. SMR4y	2584094	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	57	0.00000	0	0.00000
Parasphingorhabdus litoris	394733	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000
Parasphingorhabdus halotolerans	2725558	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000
Sphingopyxis fribergensis	1515612	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00000	40	0.00000
Sphingopyxis macrogoltabida	33050	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000
Polymorphobacter sp.	1909290	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000
Skermanella cutis	2775420	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	71	0.00000	0	0.00000
Caulobacter sp. UC70_42	3374551	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	58	0.00000	0	0.00000
Caulobacter sp. NIBR2454	3015996	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000
Formicincola oecophyllae	2558361	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000
Gluconobacter oxydans	442	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00000	21	0.00000
Roseomonas mucosa	207340	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	93	0.00000	0	0.00000
Candidatus Lariskella endosymbiont of Hedychridium roseum	3077949	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00000	0	0.00000
Rickettsia peacockii	47589	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	0	0.00000
Candidatus Gromoviella agglomerans	2806609	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000
Mariniblastus fucicola	980251	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	109	0.00000	13	0.00000
Kolteria novifilia	2527975	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	140	0.00001	0	0.00000
Sedimentisphaera salicampi	1941349	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	398	0.00002	0	0.00000
Poriferisphaera sp. WC338	3425129	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000
Methylacidimicrobium sp. B4	2796139	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000
Sorangium sp. So ce128	3133281	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	244	0.00001	152	0.00001
Sorangium sp. So ce321	3133300	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00000	0	0.00000
Sorangium sp. So ce1151	3133332	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00000	0	0.00000
Sorangium sp. So ce341	3133302	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000
Leptospira noguchii	28182	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00000	0	0.00000
Leptospira weilii	28184	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	0	0.00000
Leptospira santarosai	28183	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Terriglobus saanensis	870903	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	53	0.00000	0	0.00000
Helicobacter canadensis	123841	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000
Bdellovibrio sp. ZAP7	2231053	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000
Thermodesulfobium narugense	184064	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00000	0	0.00000
Methylomusa anaerophila	1930071	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000
Bacillus sp. FSL K6-1012	2954678	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000
Bacillus glycinifermentans	1664069	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000
Peribacillus psychrosaccharolyticus	1407	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	58	0.00000	19	0.00000
Metabacillus sediminis	3117746	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00000	0	0.00000
Salicibibacter cibarius	2743000	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000
Fervidibacillus albus	2980026	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000
Sporosarcina sp. FSL K6-1522	2921554	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000
Sporolactobacillus terrae	269673	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	158	0.00001	0	0.00000
Anoxybacillus sp. FSL W8-1294	2954655	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00000	0	0.00000
Parageobacillus thermoglucosidasius	1426	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000
Fictibacillus enclensis	1017270	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000
Enterococcus sp. 22-H-5-01	3418555	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	231	0.00001	56	0.00000
Enterococcus gilvus	160453	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000
Vagococcus fluvialis	2738	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	12	0.00000
Carnobacterium sp. 17-4	208596	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	49	0.00000
Caldicellulosiruptor diazotrophicus	2806205	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000
Streptomyces sp. C11-1	3444503	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	72	0.00000	0	0.00000
Streptomyces sp. NBC_00400	2975737	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00000	0	0.00000
Streptomyces sp. NBC_01077	2903746	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00000	0	0.00000
Streptomyces sp. GQFP	2907545	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00000	0	0.00000
Streptomyces sp. NBC_00259	2903643	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000
Streptomyces sp. NBC_01232	2903786	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	210	0.00001	0	0.00000
Streptomyces sp. FXY-T5	3064901	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000
Streptomyces yatensis	155177	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00000	26	0.00000
Streptoverticillium reticulum	1433415	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00000	0	0.00000
Streptomyces sirii	3127701	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00000	0	0.00000
[Kitasatospora] papulosa	1464011	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	174	0.00001	150	0.00001
Streptomyces akebiae	2865673	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000
Streptomyces griseofuscus	146922	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00000	0	0.00000
Streptomyces longwoodensis	68231	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	22	0.00000
Streptomyces avermitilis	33903	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000
Streptomyces paludis	2282738	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000
Streptomyces broussonetiae	2686304	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000
Herbiconiux sp. A18JL235	3152363	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	551	0.00002	33	0.00000
Microbacterium sp. JZ37	2654193	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	65	0.00000	0	0.00000
Microbacterium sp. LWO13-1.2	3135262	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00000	0	0.00000
Microbacterium sp. che218	3140649	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000
Microbacterium maritypicum	33918	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	91	0.00000	0	0.00000
Microbacterium atlanticum	2782168	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	53	0.00000	43	0.00000
Cnuibacter sp. UC19_7	3350166	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	585	0.00003	0	0.00000
Leifsonia sp. McL0607	3415672	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000
Leifsonia sp. WHRI 6310E	3162562	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000
Leifsonia poae	110933	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000
Cryobacterium arcticum	670052	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000
Arthrobacter sp. UKPF54-2	2600159	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	123	0.00001	0	0.00000
Arthrobacter sp. MMS18-M83	2996261	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	61	0.00000	51	0.00000
Arthrobacter sp. PM3	2017685	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000
Rothia sp. SD9660Na	3047030	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	14	0.00000
Pseudarthrobacter sp. S9	3418421	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000
Glutamicibacter sp. JL.03c	2984842	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	15	0.00000
Brevibacterium sp. BDJS002	3020906	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	114	0.00001	47	0.00000
Brevibacterium sp. FAM 27836	3446693	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000
Brevibacterium sp. GP-SGM9	3376990	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000
Cellulomonas sp. S1-8	2904790	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	63	0.00000	0	0.00000
Brachybacterium halotolerans	2795215	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	52	0.00000	0	0.00000
Mycolicibacterium septicum	98668	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	373	0.00002	35	0.00000
Mycolicibacterium neoaurum	1795	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	53	0.00000	151	0.00001
Mycolicibacterium chubuense	1800	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00000	19	0.00000
Mycolicibacterium mucogenicum	56689	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000
Mycobacterium novum	2492438	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	484	0.00002	221	0.00001
Mycobacterium sp. EPa45	1545728	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00000	0	0.00000
Mycobacterium europaeum	761804	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00000	0	0.00000
Mycobacterium seoulense	386911	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000
Corynebacterium striatum	43770	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	480	0.00002	0	0.00000
Corynebacterium yudongzhengii	2080740	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000
Corynebacterium fournieri	1852390	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000
Corynebacterium ihumii	1232427	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00000	0	0.00000
Nocardia sp. CA-120079	3239974	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000
Nocardia salmonicida	53431	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	177	0.00001	0	0.00000
Rhodococcus sp. B7740	1564114	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	113	0.00001	0	0.00000
Rhodococcus sp. P1Y	1302308	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000
Prescottella sp. R16	3064529	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	41	0.00000	14	0.00000
Gordonia otitidis	249058	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00000	0	0.00000
Hoyosella subflava	639313	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00000	0	0.00000
Actinomyces marmotae	2737173	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00000	0	0.00000
Gleimia hominis	595468	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000
Mobiluncus curtisii	2051	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	13	0.00000
Streptosporangium sp. CA-135522	3240072	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00000	64	0.00000
Microbispora rosea	58117	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000
Sphaerisporangium sp. NBC_01403	2903599	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	18	0.00000
Scardovia inopinata	78259	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00000	0	0.00000
Nocardioides ochotonae	2685869	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000
Nocardioides aromaticivorans	200618	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000
Aeromicrobium sp. CTD01-1L150	3341830	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00000	0	0.00000
Micromonospora sp. WMMD708	3403464	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	99	0.00000	0	0.00000
Micromonospora sp. NBC_01638	2975982	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	65	0.00000	0	0.00000
Micromonospora sp. WMMD964	3016091	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00000	0	0.00000
Micromonospora sp. CA-248212	3239961	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000
Amycolatopsis sp. TNS106	2861750	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000
Amycolatopsis carbonis	715471	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	28	0.00000
Candidatus Planktophila dulcis	1884914	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	19	0.00000
Frankia sp. QA3	710111	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000
Gloeocapsopsis dulcis	2859516	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	647	0.00003	116	0.00001
Rippkaea orientalis	2546366	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000
Planktothricoides raciborskii	132608	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	346	0.00002	0	0.00000
Nostoc sp. MS1	2764711	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	387	0.00002	0	0.00000
Dolichospermum compactum	136073	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000
Synechococcus sp. MIT S1220	3082549	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000
Thermosynechococcus sp. HN-54	2933959	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	49	0.00000	0	0.00000
Thermosynechococcus sichuanensis	3161974	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000
Parathermosynechococcus lividus	33070	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00000	0	0.00000
Leptothermofonsia sichuanensis	2917832	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	32	0.00000
Dehalogenimonas etheniformans	1536648	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000
Spiroplasma sabaudiense	216944	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	57	0.00000	0	0.00000
Mesoplasma entomophilum	2149	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000
Mycoplasmopsis fermentans	2115	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00000	0	0.00000
Thermus sp. NEB1569	2918899	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	186	0.00001	0	0.00000
unidentified bacterial endosymbiont	2355	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00000	0	0.00000
Haloarcula halobia	3033388	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	150	0.00001	18	0.00000
Haloarcula litorea	3032579	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	63	0.00000	0	0.00000
Haloarcula marismortui	2238	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000
Halosimplex pelagicum	869886	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	14	0.00000
Halorhabdus sp. CBA1104	1380432	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000
Halovivax limisalsi	1453760	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	118	0.00001	65	0.00000
Natrinema caseinilyticum	2961570	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000
Natrinema halophilum	1699371	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Natrialba magadii	13769	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000
Haloterrigena turkmenica	62320	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000
Natrononativus amylolyticus	2963434	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000
Halorubrum sp. PV6	634157	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000
Halorubrum sp. DM2	2527867	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	0	0.00000
Haloplanus aerogenes	660522	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	10	0.00000
Halobaculum rubrum	2872158	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000
Halorussus vallis	2953749	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000
Haladaptatus sp. DJG-WS-42	3120516	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000
Natranaeroarchaeum sulfidigenes	2784880	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00000	0	0.00000
Haloglomus halophilum	2962672	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	0	0.00000
Halodesulfurarchaeum formicicum	1873524	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Methanosarcina mazei	2209	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000
Methanococcoides sp. FTZ1	3439061	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Methanospirillum lacunae	668570	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000
Nitrosopumilus sp.	2024843	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	213	0.00001	0	0.00000
Gentian Kobu-sho-associated virus	1150353	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000
Polaribacter sp. Hel1_33_78	1336804	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1585	0.00007
Flavobacterium sediminis	2201181	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	523	0.00002
Flavobacterium sp. N1994	2986827	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000
Flavobacterium sp. P21	3423948	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00000
Flavobacterium ardleyense	2038737	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	108	0.00001
Flavobacterium indicum	312277	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000
Flavobacterium channae	2897181	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00000
Flavobacterium collinsii	1114861	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000
Flavobacterium limnophilum	3003262	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Flavobacterium dauae	1563479	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Flavobacterium haoranii	683124	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000
Flavobacterium aestivum	3003257	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Nonlabens tegetincola	323273	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	410	0.00002
Capnocytophaga ochracea	1018	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	152	0.00001
Capnocytophaga endodontalis	2708117	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000
Tenacibaculum sp. C7A-26P2	3447504	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	163	0.00001
Formosa sp. A9	3442641	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000
Leeuwenhoekiella sp. ZYFB001	2719912	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000
Oceanihabitans sp. IOP_32	2529032	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	72	0.00000
Mangrovimonas cancribranchiae	3080055	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000
Olleya sp. HaHaR_3_96	2745560	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000
Allotamlana fucoidanivorans	2583814	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Mariniflexile sp. AS56	3063957	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Flaviramulus sp. BrNp1-15	2916754	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Wenyingzhuangia fucanilytica	1790137	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Chryseobacterium sp. PMSZPI	1033900	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	70	0.00000
Chryseobacterium carnipullorum	1124835	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00000
Chryseobacterium taklimakanense	536441	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000
Chryseobacterium shandongense	1493872	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000
Chryseobacterium suipulveris	2929800	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000
Cloacibacterium sp. TD35	2976818	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000
Croceimicrobium sp.	2828340	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00000
Croceimicrobium hydrocarbonivorans	2761580	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Spirosoma aureum	2692134	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000
Imperialibacter roseus	1324217	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	220	0.00001
Imperialibacter sp.	2038411	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	140	0.00001
Echinicola marina	2859768	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00000
Mangrovivirga cuniculi	2715131	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	81	0.00000
Reichenbachiella sp.	2184521	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Roseivirga seohaensis	1914963	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Bernardetia sp. ABR2-2B	3127472	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000
Marivirga arenosa	3059076	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000
Mucilaginibacter sp. AW1-7	3349874	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	201	0.00001
Sphingobacterium sp. ML3W	1538644	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	119	0.00001
Sphingobacterium sp. LZ7M1	2961941	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Sphingobacterium paramultivorum	2886510	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	146	0.00001
Sphingobacterium multivorum	28454	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00000
Sphingobacterium puteale	2420510	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Pedobacter sp. WC2423	3234142	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00000
